Day,RMSTE,RMSRE,Accuracy
Day 0,0.09168577564747844,0.113899303748538,0.78
Day 1,0.08869852255055788,0.11134021612464387,0.68
Day 2,0.09005411122070338,0.1237016593006747,0.66
Day 3,0.07761190365761918,0.10094333531553744,0.68
Day 4,0.07867958462340077,0.09569771688850769,0.8
Day 5,0.08782443767048473,0.10062154254814976,0.84
Day 6,0.09250573849378647,0.11318566871873453,0.72
Day 7,0.08069001847534175,0.09946045884860706,0.76
Day 8,0.0846791080231163,0.10692091089316318,0.84
Day 9,0.09163889110324458,0.1080560079266214,0.86
Day 10,0.08075543019357646,0.1015554858993622,0.86
Day 11,0.08112005490581964,0.09515303509091409,0.82
Day 12,0.09248117020853344,0.11632559853733139,0.82
Day 13,0.08625563131209839,0.1113423925860068,0.86
Day 14,0.07192229707336073,0.09087997031105,0.74
Day 15,0.07410806012462857,0.09285156769832842,0.7
Day 16,0.08038494820529128,0.09968665210754839,0.76
Day 17,0.08888099669368277,0.11117032215184168,0.74
Day 18,0.08149411822977663,0.10884829014461632,0.82
Day 19,0.06659975246052223,0.08659420459601935,0.82
