Day,RMSTE,RMSRE,Accuracy
Day 0,0.0879338240082193,0.11655848308056876,0.88
Day 1,0.08683816233128502,0.11083835999999944,0.84
Day 2,0.08805936857671018,0.11557473776500722,0.82
Day 3,0.08771734712882322,0.11065857808289699,0.7
Day 4,0.08930882314538004,0.1120557687558132,0.92
Day 5,0.07401147922549724,0.10300029036092008,0.72
Day 6,0.08836645635045688,0.11179696040345068,0.7
Day 7,0.09300227135712767,0.11438966825989007,0.76
Day 8,0.08031261393452803,0.10529665583578414,0.84
Day 9,0.08625137441333194,0.10373147192258844,0.8
Day 10,0.08887709405070486,0.11982516058585266,0.76
Day 11,0.07622560149077313,0.09493805140382658,0.82
Day 12,0.08658615914286283,0.1076826055750484,0.84
Day 13,0.08637963423399339,0.10992796775369024,0.82
Day 14,0.07247787596859376,0.08781825896162686,0.78
Day 15,0.09700266195019024,0.12770737708863625,0.76
Day 16,0.08476891561695477,0.10512982688205338,0.82
Day 17,0.0806860882120559,0.110910620285591,0.74
Day 18,0.0811390529838729,0.10649898489847504,0.84
Day 19,0.09231833418410079,0.11471944401184016,0.9
