Day,RMSTE,RMSRE,Accuracy
Day 0,0.07943153495543338,0.09280579367771802,0.82
Day 1,0.07912453822262364,0.10063328214528686,0.82
Day 2,0.07802895893767173,0.09651423800125841,0.84
Day 3,0.08791568294778024,0.1063309917961306,0.86
Day 4,0.0824170780518473,0.1047050571542111,0.7
Day 5,0.07571454218939469,0.1009806012271716,0.86
Day 6,0.0862042874220232,0.10130501138135643,0.8
Day 7,0.08907840388312377,0.10513414771179536,0.84
Day 8,0.08326583015491396,0.1059270472172745,0.8
Day 9,0.08590666016033592,0.10616359759017585,0.78
Day 10,0.0673290494291233,0.0837542399140537,0.78
Day 11,0.0975713091856761,0.11456179624611258,0.84
Day 12,0.09482497582302642,0.11363977807092532,0.88
Day 13,0.07830213054137605,0.09428994416674474,0.8
Day 14,0.09524649256823703,0.11665291838142582,0.82
Day 15,0.08559786206090067,0.10518073033089101,0.8
Day 16,0.0877910589564773,0.11052979667927972,0.72
Day 17,0.09827695432869206,0.11901022346893914,0.78
Day 18,0.07462516236109304,0.09558165755999615,0.8
Day 19,0.08829213543406346,0.10815336134907162,0.82
