Day,RMSTE,RMSRE,Accuracy
Day 0,0.0762150271391236,0.09219153278191719,0.82
Day 1,0.08642709447999773,0.10292488037849815,0.84
Day 2,0.07117984282841641,0.09084848755211784,0.78
Day 3,0.0814982484472301,0.09964104130766806,0.58
Day 4,0.07011267478246684,0.08670834755872808,0.8
Day 5,0.07585730654713604,0.09433299847011462,0.84
Day 6,0.07691381039444918,0.09580471325945418,0.74
Day 7,0.07617764204409193,0.09191272676422249,0.84
Day 8,0.08473838176298275,0.1015491884330319,0.76
Day 9,0.07270384350992966,0.09076797644002575,0.72
Day 10,0.07671045140268654,0.09261703540557693,0.82
Day 11,0.08367285290043407,0.0991679728370559,0.8
Day 12,0.07926400896146174,0.0901914577666598,0.62
Day 13,0.07861898945907121,0.09492742204097897,0.82
Day 14,0.07423205541260895,0.09036397057574795,0.6
Day 15,0.0888198349752837,0.1092703280737894,0.72
Day 16,0.08500805117463958,0.1056477183682464,0.86
Day 17,0.07603501409278869,0.09683433558954148,0.78
Day 18,0.09074530154744447,0.11327621830363145,0.7
Day 19,0.06225452417721063,0.07821249331201229,0.64
