Day,RMSTE,RMSRE,Accuracy
Day 0,0.08047671410561666,0.09887259362901049,0.74
Day 1,0.0638631166184912,0.08372310784551494,0.82
Day 2,0.08324809277480655,0.10422653742505525,0.68
Day 3,0.08513222469900024,0.10330464265350811,0.72
Day 4,0.09287503133940532,0.1140159492559727,0.82
Day 5,0.07747274526320468,0.09656163695118496,0.76
Day 6,0.08237949927065642,0.10562548091930178,0.84
Day 7,0.07823055349478096,0.10485806600139119,0.84
Day 8,0.08152698021393652,0.10084321599888389,0.62
Day 9,0.07811098197376533,0.09432369611091068,0.74
Day 10,0.07880156824640674,0.09235069530812219,0.72
Day 11,0.07655347527842178,0.08994765950484641,0.76
Day 12,0.08202835256275566,0.0998703610021936,0.72
Day 13,0.08186052197268925,0.10309545214204349,0.74
Day 14,0.07762185519140467,0.09867880553607639,0.78
Day 15,0.07972044837089358,0.09933756361858849,0.8
Day 16,0.08590316707854383,0.10324486197548817,0.76
Day 17,0.0628585400263345,0.08014026600581212,0.78
Day 18,0.08236989199344526,0.10409863095468398,0.68
Day 19,0.07828718652900116,0.09889606844448186,0.78
