Day,RMSTE,RMSRE,Accuracy
Day 0,0.08625822330323199,0.10301425068497631,0.84
Day 1,0.09307664204697655,0.1061298068691853,0.86
Day 2,0.09321624576346352,0.1108374081695775,0.82
Day 3,0.08664839634334555,0.11095755779300749,0.76
Day 4,0.10017312796106459,0.11866248019004713,0.78
Day 5,0.08352329647163922,0.10607119896069207,0.72
Day 6,0.0787786150757403,0.09588351513097608,0.78
Day 7,0.09882432994165459,0.11770460561486744,0.76
Day 8,0.07526105607689727,0.09226546517331231,0.72
Day 9,0.09460810682899175,0.11157632200699352,0.82
Day 10,0.10164101341379841,0.1196200537216731,0.76
Day 11,0.08381701563710944,0.1007737133874365,0.64
Day 12,0.08473635160260438,0.10349484662523391,0.88
Day 13,0.08740068193824142,0.10668497716236613,0.66
Day 14,0.08512803514570354,0.10611112500203203,0.82
Day 15,0.08796887028554021,0.1027100844814147,0.78
Day 16,0.09794037133418584,0.1181538114451032,0.84
Day 17,0.08760041119878621,0.10737242529755506,0.74
Day 18,0.09787990228567536,0.11604193287428555,0.84
Day 19,0.09175808077422154,0.1093608117024975,0.8
