Day,RMSTE,RMSRE,Accuracy
Day 0,0.08154234405167775,0.10071638210615146,0.8
Day 1,0.07097361181239958,0.08947804545768809,0.88
Day 2,0.08534355979611082,0.10641196259147762,0.78
Day 3,0.07783863074902968,0.09649346279760014,0.84
Day 4,0.08427198040568154,0.10634569993763912,0.74
Day 5,0.08704790546307248,0.10726843094292178,0.74
Day 6,0.07139146338587224,0.09009766343692516,0.9
Day 7,0.09223805081957745,0.1123098328193331,0.84
Day 8,0.08491984826666517,0.10450729665709614,0.92
Day 9,0.07755378343538741,0.0950414739019273,0.78
Day 10,0.07222029855841652,0.09439537515328504,0.84
Day 11,0.07738910380990706,0.09777717729248947,0.82
Day 12,0.08394211975195934,0.10594770752829863,0.86
Day 13,0.07767575499207859,0.09245264186725623,0.88
Day 14,0.06364595956188787,0.0793416004939626,0.8
Day 15,0.07640257981831178,0.09912542686527383,0.7
Day 16,0.07571391574977175,0.10426874566282324,0.88
Day 17,0.08540052561174581,0.10644649206034837,0.8
Day 18,0.08904552318923777,0.11020253265397068,0.72
Day 19,0.09064542308710821,0.1138858014215322,0.68
