Day,RMSTE,RMSRE,Accuracy
Day 0,0.08249609973525932,0.10731938138304312,0.7
Day 1,0.08419292444015274,0.1038802997005821,0.66
Day 2,0.0911923978959944,0.10981984850893071,0.8
Day 3,0.07832854552654783,0.09608420125246168,0.74
Day 4,0.08826421048394886,0.106740132679944,0.66
Day 5,0.08328137555917864,0.10299573593798815,0.68
Day 6,0.08505275214696138,0.10228913340597916,0.88
Day 7,0.08137570643920707,0.09918054669455498,0.84
Day 8,0.08104059683853015,0.0989355225205342,0.78
Day 9,0.08625812526897507,0.10530553713029912,0.8
Day 10,0.08621747162764601,0.10646614204501126,0.78
Day 11,0.07679814664891417,0.09144940716283301,0.78
Day 12,0.08449106494745615,0.10563262043457329,0.68
Day 13,0.0842542370804009,0.10109717151393946,0.86
Day 14,0.09137983640489483,0.11103849184524384,0.76
Day 15,0.07800511795785962,0.09748299440616699,0.74
Day 16,0.09486089542161137,0.11311637167066314,0.94
Day 17,0.07774600158263238,0.10201325559874652,0.8
Day 18,0.08856457664862677,0.10930072679017577,0.78
Day 19,0.09049896948794077,0.10760224895222387,0.66
