Day,RMSTE,RMSRE,Accuracy
Day 0,0.08029186078808902,0.10471943983896334,0.76
Day 1,0.09295701230364271,0.11830815955636534,0.62
Day 2,0.0799472554055151,0.10264253927197492,0.92
Day 3,0.08627498056601883,0.10735749637715637,0.8
Day 4,0.08963501660715742,0.11122897014830824,0.86
Day 5,0.081614758783934,0.1005295341323253,0.74
Day 6,0.08659264924379784,0.11181392866676854,0.8
Day 7,0.08888564452249915,0.10714029864518684,0.64
Day 8,0.08253398167540806,0.10135364402710999,0.9
Day 9,0.09341348889575127,0.11567424328225388,0.82
Day 10,0.07889402927982535,0.10268245584637486,0.74
Day 11,0.0910986430235329,0.11225956935890384,0.66
Day 12,0.09174295663959803,0.11346758214385855,0.84
Day 13,0.08010342546578945,0.10586520636472342,0.86
Day 14,0.08917263881884778,0.1083387480686926,0.88
Day 15,0.08738425395973357,0.10589399117174556,0.78
Day 16,0.09152145868462376,0.10964103232054036,0.78
Day 17,0.08831075257485876,0.11243414591096569,0.88
Day 18,0.08774951560015565,0.11013619623328985,0.94
Day 19,0.08761319978692685,0.10689833907101064,0.86
