Day,RMSTE,RMSRE,Accuracy
Day 0,0.08591077453240084,0.10695987553904357,0.88
Day 1,0.08899840172845241,0.11020560373138805,0.76
Day 2,0.09282200804550791,0.11049348259640908,0.78
Day 3,0.08016489753480438,0.10172917149994763,0.86
Day 4,0.07906866091044104,0.10696078539032262,0.88
Day 5,0.09631740949292136,0.12215059734791589,0.74
Day 6,0.09080722135274716,0.11406629129020812,0.78
Day 7,0.07367233647540063,0.09425696681779784,0.76
Day 8,0.09247863537714042,0.10895654492822608,0.76
Day 9,0.09774999935553813,0.12495535955286866,0.8
Day 10,0.09678245030823951,0.12953312198243114,0.46
Day 11,0.0865260083286785,0.11064231980559469,0.78
Day 12,0.07993675014181503,0.09824710274788787,0.8
Day 13,0.08198744147837111,0.09946399822819221,0.72
Day 14,0.08917839486041865,0.10770695051894857,0.68
Day 15,0.0897696588230759,0.11028600803091587,0.66
Day 16,0.08727427357620171,0.10157644629221699,0.7
Day 17,0.1009172649619367,0.11747370524334533,0.74
Day 18,0.08413183311275443,0.10664936970638424,0.8
Day 19,0.08712002657912012,0.11399119353416623,0.8
