Day,RMSTE,RMSRE,Accuracy
Day 0,0.08790293719286381,0.10823132743908455,0.88
Day 1,0.07846730513545751,0.09818837690590221,0.94
Day 2,0.07239938508640763,0.08464016436722,0.84
Day 3,0.09891887093926227,0.11534267502491607,0.78
Day 4,0.08483341116682044,0.10145276560751923,0.82
Day 5,0.08052727917748634,0.10180439234579035,0.9
Day 6,0.07490232120258267,0.09571793641039177,0.68
Day 7,0.07955849758260221,0.09418019263661738,0.72
Day 8,0.08703007407640113,0.10639605866655298,0.76
Day 9,0.07233820424162335,0.0886447952689626,0.86
Day 10,0.08491105457491345,0.10372947046759474,0.78
Day 11,0.08567070167496106,0.09972830465917071,0.8
Day 12,0.08819433507618972,0.10902524229179449,0.84
Day 13,0.06861220872568369,0.08574563028080916,0.78
Day 14,0.08769021307326196,0.11192519161635092,0.74
Day 15,0.08477440826649647,0.10228748837700921,0.76
Day 16,0.08625735592337166,0.10412606734318376,0.8
Day 17,0.07164993414239018,0.0876225562763176,0.72
Day 18,0.0782073322041321,0.09641379300437496,0.8
Day 19,0.06529983380503764,0.0778985105004925,0.7
