Day,RMSTE,RMSRE,Accuracy
Day 0,0.06864002562430811,0.08792822365983159,0.76
Day 1,0.08598592761947932,0.10474453910577966,0.7
Day 2,0.08849164767079254,0.10799763613131694,0.64
Day 3,0.06847724850474017,0.09528081304616742,0.74
Day 4,0.08705570976659219,0.10415493968562432,0.84
Day 5,0.08724517174169756,0.10230338613753381,0.82
Day 6,0.075936925859583,0.09272297972372721,0.88
Day 7,0.08820925479261771,0.10597132990790109,0.88
Day 8,0.08146137373733033,0.10341367696646417,0.74
Day 9,0.06899462755514542,0.09035578654516917,0.74
Day 10,0.07430576038824974,0.09323960866393848,0.82
Day 11,0.0855549850539598,0.10121806616864867,0.72
Day 12,0.0722003555794588,0.09009654119256202,0.6
Day 13,0.08017090034464033,0.09885889859213749,0.78
Day 14,0.07507295224913829,0.09456524545830233,0.74
Day 15,0.0761361181460601,0.09277551902906088,0.78
Day 16,0.08870343802104305,0.10877917669756397,0.74
Day 17,0.07818149884430395,0.09891088570493689,0.8
Day 18,0.07790988935937244,0.09495778988230559,0.78
Day 19,0.07515363529527323,0.09600613954292032,0.84
