Day,RMSTE,RMSRE,Accuracy
Day 0,0.09750730540050623,0.11405212868964891,0.72
Day 1,0.09104857524857865,0.11481175396123028,0.74
Day 2,0.09859793107025756,0.1194789627297753,0.68
Day 3,0.09839298932534594,0.12143377793142825,0.72
Day 4,0.10152447821214447,0.12031722163088274,0.84
Day 5,0.08891963951838523,0.10754185373245635,0.7
Day 6,0.09718157962216722,0.11922924096222366,0.78
Day 7,0.08870371883291754,0.11264642246880086,0.7
Day 8,0.0874396414685755,0.11189652787753404,0.86
Day 9,0.07691014672508108,0.0980642920176158,0.86
Day 10,0.09697503063805574,0.11633132888399747,0.84
Day 11,0.09277847061348064,0.11131649453706596,0.82
Day 12,0.08099965776890226,0.09894234542657568,0.76
Day 13,0.10134550466692618,0.12647171962342635,0.78
Day 14,0.10388236370164534,0.13037545232640985,0.76
Day 15,0.08133737026046141,0.1070669237992477,0.74
Day 16,0.09048694242523597,0.11977946859934105,0.66
Day 17,0.0942445696066589,0.11510531488642567,0.78
Day 18,0.08119546568446843,0.10329017510501587,0.78
Day 19,0.0862316926083661,0.1071883119915677,0.84
