Day,RMSTE,RMSRE,Accuracy
Day 0,0.08023161999091986,0.1071207229741605,0.84
Day 1,0.09084916205721184,0.11046818973241934,0.82
Day 2,0.0703959451736043,0.0911918348362959,0.74
Day 3,0.08259026356060474,0.10646514437204675,0.6
Day 4,0.0894261515905749,0.11211294791317905,0.8
Day 5,0.08878535768476734,0.10716455918024671,0.86
Day 6,0.07994730423064304,0.09846883155136223,0.66
Day 7,0.09614896244587326,0.12007057986866104,0.7
Day 8,0.08820136881447857,0.10680922041422004,0.82
Day 9,0.08000349556738995,0.10159370072075113,0.64
Day 10,0.07481592365761161,0.0970802155260695,0.76
Day 11,0.0846749422811636,0.10922455763188638,0.86
Day 12,0.08559297247250573,0.10613836068417332,0.7
Day 13,0.07873805583566057,0.10223669312411687,0.62
Day 14,0.07970810954139648,0.09752768038073474,0.82
Day 15,0.08998557996614506,0.11461931018683273,0.82
Day 16,0.0728993575813101,0.09095519441445199,0.7
Day 17,0.07353471292146574,0.09822569437686784,0.72
Day 18,0.08341467956648459,0.1021198751455251,0.82
Day 19,0.07923170105022158,0.10425797180949241,0.74
