Day,RMSTE,RMSRE,Accuracy
Day 0,0.11243520434195813,0.12970198971745722,0.66
Day 1,0.08668388866516683,0.11044424134599479,0.74
Day 2,0.09532742914207476,0.11450052477276511,0.82
Day 3,0.09797770941962107,0.12155596676058104,0.72
Day 4,0.09736105937781651,0.11896939632443841,0.74
Day 5,0.08524970461224511,0.1124869054367518,0.84
Day 6,0.0861074475057047,0.10281835525437684,0.78
Day 7,0.0748101356396422,0.09086340060876594,0.7
Day 8,0.07680406460928889,0.10187079639056056,0.8
Day 9,0.08800680215032101,0.10946203481443015,0.72
Day 10,0.09117841946956885,0.11111191025104404,0.7
Day 11,0.07600058060332998,0.09355521713153367,0.78
Day 12,0.09429089854116689,0.11225484510659502,0.84
Day 13,0.09514607095814107,0.1162323048730741,0.84
Day 14,0.09109195221626207,0.11136333689344664,0.82
Day 15,0.09425860581146134,0.12195195975073951,0.9
Day 16,0.09043539090881728,0.11695962882902233,0.9
Day 17,0.08337562972800013,0.10663515905124608,0.86
Day 18,0.09401875862360685,0.11038603318437132,0.88
Day 19,0.08518096536477092,0.1051659754755224,0.82
