Day,RMSTE,RMSRE,Accuracy
Day 0,0.07777677966782134,0.09864436852812888,0.8
Day 1,0.0860146735287748,0.1055893999842336,0.72
Day 2,0.0934989221860665,0.1145359817021351,0.62
Day 3,0.07548255170071075,0.09769370051529246,0.7
Day 4,0.09065333449561057,0.10635765222269966,0.82
Day 5,0.0826883163121407,0.10109149324881339,0.8
Day 6,0.0788543299433181,0.09959954091446746,0.86
Day 7,0.08615341040847696,0.1108205010904954,0.9
Day 8,0.08465412059859652,0.1008279930646807,0.8
Day 9,0.08015921488263203,0.10636020655443959,0.72
Day 10,0.08414360930362501,0.09801442454968062,0.82
Day 11,0.08856610811510371,0.10773745408253906,0.68
Day 12,0.07406987910819963,0.09348862771185748,0.64
Day 13,0.07594726875648718,0.09394425903998288,0.84
Day 14,0.06481777830358268,0.08203906363755291,0.78
Day 15,0.06662690941469344,0.08725500755605571,0.78
Day 16,0.08885444045525909,0.1078273674727863,0.74
Day 17,0.08552230566883154,0.10598735842834892,0.78
Day 18,0.08758697386354475,0.10443429457567789,0.84
Day 19,0.07085023950350915,0.08751363674001607,0.84
