Day,RMSTE,RMSRE,Accuracy
Day 0,0.09850356519337088,0.12159485534438942,0.74
Day 1,0.09236277242463249,0.10843609794243567,0.78
Day 2,0.07716076773708852,0.09182547089517759,0.82
Day 3,0.1005542694651083,0.12116932546537766,0.6
Day 4,0.07311750809304515,0.08785190807643084,0.86
Day 5,0.07348125024687802,0.09502880215463058,0.88
Day 6,0.08562949967182303,0.10325437308807547,0.66
Day 7,0.09394190483903415,0.11534732757097234,0.66
Day 8,0.08160491713541272,0.09694261549786068,0.8
Day 9,0.10100970074505448,0.12506584457816408,0.64
Day 10,0.06967665759797577,0.08728576285486211,0.82
Day 11,0.0752682523444536,0.09496805608103052,0.88
Day 12,0.07881273878015421,0.09651921075511453,0.7
Day 13,0.07750356173036084,0.10383265046166833,0.66
Day 14,0.07488507509908379,0.09181111285089591,0.86
Day 15,0.09798974128179394,0.12129902672296318,0.72
Day 16,0.07430457560470365,0.09683154416147742,0.76
Day 17,0.07720787064854023,0.09960079402393632,0.68
Day 18,0.06964577797216508,0.08993145561676573,0.84
Day 19,0.07838092457588038,0.10107023110889123,0.78
