Day,RMSTE,RMSRE,Accuracy
Day 0,0.07929815239647897,0.10458194668570511,0.86
Day 1,0.08945143860184805,0.10894313635536391,0.76
Day 2,0.07351364524226708,0.0912603899618982,0.7
Day 3,0.08221497610220549,0.10118099798737135,0.82
Day 4,0.07150918886457787,0.08823090961668942,0.92
Day 5,0.09353029156824139,0.11459070348144222,0.76
Day 6,0.08587911691676747,0.10370696425317721,0.82
Day 7,0.06883577040672413,0.09073592970234305,0.78
Day 8,0.09636550685187294,0.11782759743797395,0.72
Day 9,0.08384818038092214,0.10854086176752348,0.86
Day 10,0.08759117854729119,0.10696679336798313,0.8
Day 11,0.09466494640766551,0.11401947236467144,0.78
Day 12,0.09804338936956247,0.11809400460258909,0.76
Day 13,0.0821377675469495,0.10133076898390542,0.84
Day 14,0.07763944915276601,0.1015270794417937,0.8
Day 15,0.07964424273893257,0.10078272850836754,0.82
Day 16,0.08350186476112965,0.11053328713409889,0.88
Day 17,0.07628010482257937,0.09739938901230555,0.72
Day 18,0.07505696411593599,0.10253582396600568,0.8
Day 19,0.09835776591374308,0.12628693020466342,0.74
