Day,RMSTE,RMSRE,Accuracy
Day 0,0.07325458835713815,0.09694831334879359,0.86
Day 1,0.08327855542834209,0.1012435967372036,0.86
Day 2,0.10401994077893745,0.12202414706558302,0.82
Day 3,0.07396556064158546,0.08632528976002304,0.94
Day 4,0.09193898744611231,0.11064414977068664,0.86
Day 5,0.08342983989453695,0.10874284051447299,0.7
Day 6,0.09955884375323718,0.12452495646430045,0.7
Day 7,0.09561800564474306,0.1186542788520804,0.72
Day 8,0.07735296685045548,0.09597123661454451,0.84
Day 9,0.08930237320912598,0.1023243675027028,0.9
Day 10,0.09697767917620895,0.12460129689601086,0.76
Day 11,0.07224890952432016,0.08811981462353348,0.86
Day 12,0.08418399379875613,0.10364650897885963,0.88
Day 13,0.077342004721768,0.092377751382397,0.86
Day 14,0.08146205813581703,0.10011249341044737,0.88
Day 15,0.09000929845773807,0.10609179926981484,0.84
Day 16,0.07649655131544898,0.09396757923706768,0.76
Day 17,0.08662794091502693,0.11456763206190723,0.84
Day 18,0.08598109516238026,0.10427041403303776,0.88
Day 19,0.0782439882093127,0.10047983372913383,0.84
