Day,RMSTE,RMSRE,Accuracy
Day 0,0.08245929559867732,0.10346548524137579,0.74
Day 1,0.0892311168330909,0.10571610252188854,0.78
Day 2,0.06839371163847154,0.09055670038244773,0.78
Day 3,0.09092278425480042,0.10869183391831608,0.8
Day 4,0.07948910333698811,0.1050337594531239,0.72
Day 5,0.07602493589134715,0.09459622179118579,0.86
Day 6,0.09277190414944347,0.10978750617795661,0.7
Day 7,0.07079241560715828,0.08764131152028856,0.84
Day 8,0.0851367368457686,0.105793034247877,0.9
Day 9,0.07064639908686086,0.08766471149370045,0.9
Day 10,0.09255891808866816,0.10723639294261414,0.78
Day 11,0.08844142409089883,0.10820170589459947,0.7
Day 12,0.0862847304138457,0.10265952414206479,0.8
Day 13,0.08001941477968522,0.09917574492158253,0.76
Day 14,0.07324253631212826,0.1015812345349269,0.72
Day 15,0.07382891294572533,0.08931979082146106,0.94
Day 16,0.08588751845569163,0.1021391902645445,0.86
Day 17,0.06706001037217464,0.08159677265240799,0.92
Day 18,0.0685569030902981,0.08754375586584104,0.84
Day 19,0.06832252451707936,0.08571952901765616,0.82
