Day,RMSTE,RMSRE,Accuracy
Day 0,0.09007571912772837,0.10898438769412915,0.88
Day 1,0.06181473824545748,0.08134107163838263,0.88
Day 2,0.08992189159666146,0.11016626495648325,0.8
Day 3,0.08091958211647676,0.10371884792713361,0.74
Day 4,0.07642106940064276,0.09080076554093416,0.82
Day 5,0.08810777889166259,0.11205829552810397,0.72
Day 6,0.0735402970754235,0.08832044859190682,0.84
Day 7,0.10774760108670071,0.144197329000237,0.62
Day 8,0.08051584285402887,0.09837567076170448,0.86
Day 9,0.07956963450866447,0.09702145405958354,0.88
Day 10,0.08239175340261921,0.1048645306270844,0.86
Day 11,0.079788599288611,0.09404838768096586,0.82
Day 12,0.08115092840613493,0.10025735908397487,0.78
Day 13,0.0774873816129409,0.09729246478074037,0.86
Day 14,0.07916303057806659,0.10846569773141353,0.76
Day 15,0.08462750421272222,0.10272130538983051,0.74
Day 16,0.09571680993937552,0.1126864488747069,0.72
Day 17,0.07034546569316863,0.09134113296228624,0.8
Day 18,0.07567127993429401,0.08953666139787643,0.86
Day 19,0.0839199897429634,0.10772375444527107,0.74
