Day,RMSTE,RMSRE,Accuracy
Day 0,0.0855642574909898,0.1067671875847753,0.9
Day 1,0.08165159481296758,0.09826365251937211,0.76
Day 2,0.0834783404161471,0.1020197965711457,0.78
Day 3,0.07703572500252247,0.09669994946614285,0.64
Day 4,0.0791271052623394,0.0988914571697768,0.78
Day 5,0.07928367004166303,0.09755221129335424,0.66
Day 6,0.09116225068568584,0.11738952514496227,0.8
Day 7,0.08214254069738355,0.09815362830901428,0.86
Day 8,0.08565790118134228,0.11640607856988064,0.72
Day 9,0.09978788861668761,0.13158231258340844,0.52
Day 10,0.10179743785550635,0.11845885078572312,0.62
Day 11,0.06865578906809959,0.08107007802920259,0.84
Day 12,0.09021564440090371,0.11330783847632056,0.82
Day 13,0.09926898467261391,0.12060941700236157,0.52
Day 14,0.08710216206606425,0.10938182792121609,0.8
Day 15,0.09180122269264697,0.11523200983552688,0.64
Day 16,0.07420259282540623,0.09162095805399892,0.82
Day 17,0.06889616904750694,0.08692867855435588,0.78
Day 18,0.09035785163353097,0.11961176521277411,0.68
Day 19,0.08133514949803335,0.09895262367158142,0.76
