Day,RMSTE,RMSRE,Accuracy
Day 0,0.07990932933215186,0.09650974129707739,0.86
Day 1,0.06483540054972632,0.08299812597462558,0.9
Day 2,0.07116516863424188,0.0900666409115812,0.84
Day 3,0.08570347339263958,0.10246037377674064,0.72
Day 4,0.09445044603712964,0.11829387585529898,0.72
Day 5,0.09542520628418404,0.11951581749501558,0.72
Day 6,0.08207481469218351,0.10144572746922116,0.82
Day 7,0.0707086252704229,0.0952109348363728,0.9
Day 8,0.10176473923142021,0.12491294575597292,0.7
Day 9,0.08011201725305633,0.0943313349551474,0.8
Day 10,0.07935782153451013,0.09691619173706438,0.82
Day 11,0.07311130495348177,0.09587328413860573,0.86
Day 12,0.06641177034180552,0.09154642422447498,0.86
Day 13,0.09452461655917746,0.11469266908413371,0.7
Day 14,0.06923564591348595,0.08598839614331688,0.9
Day 15,0.08437546293042572,0.11124119466940072,0.86
Day 16,0.06803789302385925,0.08517428322503412,0.9
Day 17,0.09502706675481035,0.11809110229569698,0.7
Day 18,0.08436132471892581,0.10119509784171056,0.86
Day 19,0.0772299145793662,0.09768458328390388,0.82
