Day,RMSTE,RMSRE,Accuracy
Day 0,0.07430474591245065,0.09483980273037847,0.9
Day 1,0.07847832876139825,0.09558246288921103,0.88
Day 2,0.09622385373255851,0.12159365782376536,0.84
Day 3,0.0958493561709871,0.12121707092330707,0.68
Day 4,0.08614866193784212,0.10333539429094432,0.9
Day 5,0.08823305468907401,0.10703514526281456,0.72
Day 6,0.08065470144529237,0.10325464139400277,0.76
Day 7,0.09552874298510874,0.118853251206567,0.72
Day 8,0.07222176754264088,0.08683207162500843,0.92
Day 9,0.09042784246213871,0.11159911983634971,0.78
Day 10,0.08435409967342748,0.1117733639245296,0.74
Day 11,0.08056645506534069,0.09664746940746094,0.74
Day 12,0.08934867411295122,0.10968052230526704,0.8
Day 13,0.08181430665352915,0.10031086592958693,0.88
Day 14,0.08057532090662343,0.10446488620863312,0.78
Day 15,0.08672199539907187,0.11695151182978185,0.8
Day 16,0.07702767124610882,0.09074555502328639,0.88
Day 17,0.07793225457382694,0.09607581500729326,0.78
Day 18,0.07300264388068484,0.09190886463273006,0.88
Day 19,0.06815399165673808,0.08883449729496942,0.94
