Day,RMSTE,RMSRE,Accuracy
Day 0,0.0902022411181317,0.11185824188616977,0.8
Day 1,0.08203818820884275,0.10731109368576319,0.8
Day 2,0.07221545460327668,0.084871082750057,0.78
Day 3,0.08932434719417266,0.10632293941545456,0.86
Day 4,0.065163700561408,0.08299459095378317,0.8
Day 5,0.08177862671044697,0.09690433842730442,0.78
Day 6,0.07518493839352346,0.0932703660793853,0.76
Day 7,0.09154911145003487,0.11123136192125725,0.72
Day 8,0.08715152160711485,0.1080621742833345,0.76
Day 9,0.07373899604080972,0.0943714123738116,0.78
Day 10,0.08508185057900049,0.10424541610134326,0.74
Day 11,0.0957596127826737,0.11557832659333661,0.76
Day 12,0.08034007170067944,0.1018441316322752,0.84
Day 13,0.09675361406916111,0.11222153583040867,0.74
Day 14,0.08386899855895845,0.10345669611789436,0.64
Day 15,0.09425635931819443,0.11743680170025067,0.78
Day 16,0.09781675460557404,0.12382218841485816,0.7
Day 17,0.08313581716243755,0.09799828400381934,0.72
Day 18,0.07274569185123334,0.08989039738769493,0.86
Day 19,0.06433444806342753,0.08616559773436196,0.78
