Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.7
Day 1,0,0,1.0
Day 2,0,0,0.4
Day 3,0,0,0.7
Day 4,0,0,0.6
Day 5,0,0,0.5
Day 6,0,0,0.7
Day 7,0,0,0.7
Day 8,0,0,0.7
Day 9,0,0,0.6
Day 10,0,0,0.4
Day 11,0,0,0.8
Day 12,0,0,0.6
Day 13,0,0,0.6
Day 14,0,0,0.7
Day 15,0,0,0.9
Day 16,0,0,0.5
Day 17,0,0,0.6
Day 18,0,0,0.7
Day 19,0,0,0.4
