Day,MSE_mu,Accuracy
Day 0,0.012688312809425879,0.9
Day 1,0.012035115983760012,0.88
Day 2,0.00982597899037959,0.88
Day 3,0.008020752449269085,0.9
Day 4,0.013794391818459466,0.8
Day 5,0.013722746050960948,0.86
Day 6,0.012580713424849463,0.84
Day 7,0.01039681925149356,0.94
Day 8,0.010242831001299248,0.92
Day 9,0.011958892075174792,0.9
Day 10,0.013887079049818294,0.82
Day 11,0.011162657673045253,0.88
Day 12,0.010244755494139519,0.88
Day 13,0.011329735571024397,0.94
Day 14,0.017551610837903943,0.72
Day 15,0.00902407704528254,0.86
Day 16,0.010944476652174623,0.86
Day 17,0.01213690357224797,0.84
Day 18,0.00851274532448146,0.92
Day 19,0.008070667195835993,1.0
