Day,MSE_mu,Accuracy
Day 0,0.008912044567883087,0.92
Day 1,0.012405983991691722,0.86
Day 2,0.01620482034468787,0.84
Day 3,0.012796875012055366,0.9
Day 4,0.009029082890631117,0.94
Day 5,0.007849703985996728,0.96
Day 6,0.015269474916224537,0.88
Day 7,0.006650331046667052,0.92
Day 8,0.010844300431809409,0.88
Day 9,0.009322151463750483,0.92
Day 10,0.008587811663221263,0.88
Day 11,0.009666784350841512,0.94
Day 12,0.008486749978564875,0.96
Day 13,0.012304772113571037,0.9
Day 14,0.011305237151571286,0.92
Day 15,0.009303844209275252,0.92
Day 16,0.013196291003909505,0.88
Day 17,0.012566653750461579,0.88
Day 18,0.008994316731143821,0.92
Day 19,0.009307561937522954,0.94
