Day,MSE_mu,Accuracy
Day 0,0.006723486993719388,0.88
Day 1,0.010584298509588473,0.88
Day 2,0.010229050710437093,0.86
Day 3,0.00937858255003533,0.88
Day 4,0.017861374922985705,0.86
Day 5,0.008274375788464045,0.94
Day 6,0.007330154372000893,0.94
Day 7,0.01202844000433604,0.9
Day 8,0.016570762537512652,0.82
Day 9,0.012144606059541391,0.8
Day 10,0.008496724720021956,0.92
Day 11,0.00857937980483079,0.9
Day 12,0.012666704287267485,0.9
Day 13,0.017659089422654158,0.9
Day 14,0.010206858943140584,0.94
Day 15,0.010421530703011429,0.92
Day 16,0.014486676143901483,0.92
Day 17,0.007754503541744234,0.98
Day 18,0.00764783937924944,0.96
Day 19,0.012266836544952038,0.92
