Day,MSE_mu,Accuracy
Day 0,0.009230936466735808,0.94
Day 1,0.01670744405007894,0.84
Day 2,0.008922541828729829,0.94
Day 3,0.008937082499277289,0.94
Day 4,0.011588920077109953,0.88
Day 5,0.018920468644171174,0.82
Day 6,0.009998436386757339,0.88
Day 7,0.009612328247760739,0.94
Day 8,0.01740052779131913,0.88
Day 9,0.011507188306468014,0.94
Day 10,0.008414704550835768,0.92
Day 11,0.00865657649275527,0.96
Day 12,0.008225957577958876,0.94
Day 13,0.006667695063485998,0.94
Day 14,0.009951177249074903,0.92
Day 15,0.01137496638023703,0.94
Day 16,0.01366053868801987,0.78
Day 17,0.007448757654251632,0.96
Day 18,0.007815474735216703,0.92
Day 19,0.011201395076916787,0.94
