Day,MSE_mu,Accuracy
Day 0,0.010726932297460003,0.92
Day 1,0.006909793384693861,0.98
Day 2,0.010223889468980573,0.92
Day 3,0.012021889947800313,0.8
Day 4,0.015654704451837184,0.86
Day 5,0.013104158385310568,0.84
Day 6,0.01150848720519799,0.86
Day 7,0.014384622267720465,0.92
Day 8,0.011119330214515525,0.84
Day 9,0.010161859014779267,0.88
Day 10,0.016438344792146158,0.9
Day 11,0.013736176365798193,0.9
Day 12,0.009790237584096487,1.0
Day 13,0.009992639366350937,0.96
Day 14,0.01057034368771988,0.92
Day 15,0.010023649659152447,0.92
Day 16,0.009457855366160962,0.86
Day 17,0.012401545178426423,0.92
Day 18,0.010322132669428673,0.96
Day 19,0.013898619131343676,0.84
