Day,MSE_mu,Accuracy
Day 0,0.014917346935367377,0.86
Day 1,0.015335722930139652,0.86
Day 2,0.010635123465900509,0.98
Day 3,0.007298263265620366,1.0
Day 4,0.01337492385946966,0.88
Day 5,0.008723712973304166,0.94
Day 6,0.009061284634932226,0.86
Day 7,0.0130582395104015,0.9
Day 8,0.010641657534258844,0.92
Day 9,0.021258881887837672,0.78
Day 10,0.008004275178499692,0.96
Day 11,0.013092133523274332,0.88
Day 12,0.0075820387614982275,0.96
Day 13,0.008009471436215847,0.9
Day 14,0.011843097740062153,0.9
Day 15,0.01385708568941324,0.84
Day 16,0.012539630054951623,0.92
Day 17,0.011690243718665809,0.9
Day 18,0.01357785446676022,0.82
Day 19,0.00905756034528017,0.86
