Day,MSE_mu,Accuracy
Day 0,0.008184057738375737,0.94
Day 1,0.00866638872614396,0.94
Day 2,0.00992843842061314,0.88
Day 3,0.005321880255077111,0.94
Day 4,0.008863241614227017,0.9
Day 5,0.008948688992677143,0.94
Day 6,0.011270185882518005,0.92
Day 7,0.013964631537624998,0.9
Day 8,0.008696745919497135,0.88
Day 9,0.012992266214281092,0.92
Day 10,0.014620546846285234,0.88
Day 11,0.013756050600578091,0.9
Day 12,0.012822025147246716,0.92
Day 13,0.011131038914406623,0.82
Day 14,0.015708793868389425,0.8
Day 15,0.011394200265756209,0.88
Day 16,0.012192383343601907,0.84
Day 17,0.010020530319671966,0.86
Day 18,0.011234461481281023,0.82
Day 19,0.006897173246618078,0.9
