Day,MSE_mu,Accuracy
Day 0,0.02049717765513933,0.8
Day 1,0.012259490308255133,0.88
Day 2,0.010826033660120186,0.92
Day 3,0.011394225638024941,0.86
Day 4,0.012152270289687272,0.86
Day 5,0.01152129347674341,0.9
Day 6,0.018891201648857336,0.82
Day 7,0.007771263269950694,0.94
Day 8,0.017958599400835638,0.76
Day 9,0.01161283759033327,0.92
Day 10,0.011383121693675322,0.94
Day 11,0.016153596707491568,0.72
Day 12,0.011221367712832973,0.88
Day 13,0.01523429199768082,0.78
Day 14,0.013779785197076613,0.88
Day 15,0.014331960785431652,0.84
Day 16,0.019326400316847913,0.8
Day 17,0.011901945717664026,0.9
Day 18,0.009019946800390729,0.92
Day 19,0.01366155531790218,0.84
