Day,MSE_mu,Accuracy
Day 0,0.013723835743153395,0.8
Day 1,0.011904501793197403,0.92
Day 2,0.010426777916644168,0.9
Day 3,0.013337759780068873,0.84
Day 4,0.010190520636090659,0.98
Day 5,0.01189124567833165,0.9
Day 6,0.008829946657116233,0.88
Day 7,0.01764433844073318,0.78
Day 8,0.014545899314743628,0.88
Day 9,0.016460203527484483,0.86
Day 10,0.011247705605162674,0.9
Day 11,0.009168986400469054,0.96
Day 12,0.014313245389084336,0.84
Day 13,0.01482696205576038,0.86
Day 14,0.009277808230879175,0.92
Day 15,0.009708563499581801,0.88
Day 16,0.010357788751679128,0.84
Day 17,0.016473353072751967,0.92
Day 18,0.017704642947326134,0.78
Day 19,0.011802268028865175,0.88
