Day,MSE_mu,Accuracy
Day 0,0.01674088531353577,0.88
Day 1,0.016009410512081438,0.86
Day 2,0.014453516728279197,0.8
Day 3,0.010258840953531485,0.9
Day 4,0.0158046359065376,0.82
Day 5,0.010573400111408915,0.9
Day 6,0.009881153812674032,0.9
Day 7,0.012421113872291613,0.98
Day 8,0.005093580498422508,0.96
Day 9,0.011555422824985687,0.82
Day 10,0.014706053402816242,0.84
Day 11,0.016492947896036843,0.9
Day 12,0.016001772862730867,0.82
Day 13,0.011798077735949071,0.88
Day 14,0.011168962416248545,0.86
Day 15,0.009580447502933746,0.92
Day 16,0.008987907614622615,0.92
Day 17,0.008118211706608041,1.0
Day 18,0.01385507203689849,0.84
Day 19,0.013624307428556658,0.9
