Day,MSE_mu,Accuracy
Day 0,0.008711274053858437,0.9
Day 1,0.011351751691956789,0.88
Day 2,0.009504486360627626,0.96
Day 3,0.013407639410449474,0.8
Day 4,0.00833359810167834,0.84
Day 5,0.01213083635827198,0.88
Day 6,0.007795575785692245,0.96
Day 7,0.01087881081077679,0.94
Day 8,0.0091075766032228,0.94
Day 9,0.02147315085750301,0.8
Day 10,0.012755327327501408,0.86
Day 11,0.014586261560869292,0.8
Day 12,0.012162743554095518,0.86
Day 13,0.009439486622708127,0.94
Day 14,0.01623765451917469,0.78
Day 15,0.014281341695547779,0.88
Day 16,0.008131845895742847,0.92
Day 17,0.011837244590246477,0.92
Day 18,0.012630642031109782,0.92
Day 19,0.012860790598029376,0.86
