Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.7
Day 1,0,0,0.5
Day 2,0,0,0.8
Day 3,0,0,0.7
Day 4,0,0,0.8
Day 5,0,0,0.8
Day 6,0,0,0.8
Day 7,0,0,0.8
Day 8,0,0,0.8
Day 9,0,0,0.7
