Day,RMSTE,RMSRE,Accuracy
Day 0,0.08393384961346993,0.10429181010406482,0.9
Day 1,0.07026103913155497,0.08291448493649607,0.84
Day 2,0.072418082056505,0.08399927237032986,0.94
Day 3,0.056846906881934424,0.06981150174875596,0.84
Day 4,0.062617041251728,0.07410947813688559,0.82
Day 5,0.04946592502432322,0.058631307392385396,0.76
Day 6,0.05296635358705709,0.06540130872126897,0.78
Day 7,0.05438170692380205,0.06744899475493647,0.84
Day 8,0.05039626805628309,0.05943864812639877,0.84
Day 9,0.04819303529447363,0.05960334489341279,0.82
Day 10,0.056445337345770084,0.06773696590366572,0.8
Day 11,0.045590709766812225,0.05321080993948494,0.82
Day 12,0.05960369630143821,0.07185254534624753,0.86
Day 13,0.056206739074748095,0.06394215456841558,0.92
Day 14,0.051412354512441666,0.06058170698841897,0.88
Day 15,0.04532745262371453,0.05603765951523453,0.84
Day 16,0.0472748831141204,0.05408762589521001,0.88
Day 17,0.05070886164980172,0.05992558656870303,0.88
Day 18,0.047051440645902845,0.05810220695826173,0.94
Day 19,0.04217033374656298,0.05030785006823683,0.92
