Day,RMSTE,RMSRE,Accuracy
Day 0,0.08347237474405375,0.10308853536188586,0.84
Day 1,0.08186991423688718,0.10045775413449025,0.9
Day 2,0.08046650429641032,0.09826455708974799,0.86
Day 3,0.07424571243726275,0.09106592742662578,0.9
Day 4,0.05656381526292922,0.07442599766686649,0.78
Day 5,0.06270907540147504,0.07992349447145229,0.86
Day 6,0.05233156533429228,0.06419947339942529,0.9
Day 7,0.04762342129374209,0.06160500672133585,0.94
Day 8,0.05088650422642085,0.06046709679611292,0.94
Day 9,0.04931505455441551,0.06332122518238442,0.76
Day 10,0.04859911275811545,0.06019839741347536,0.86
Day 11,0.04561093987181591,0.05625192713436716,0.88
Day 12,0.05160622428038407,0.06502561655730682,0.9
Day 13,0.04966562267371588,0.05873392616679852,0.9
Day 14,0.04887629207431679,0.05768571140915791,0.84
Day 15,0.04299187047513074,0.05215368601440262,0.8
Day 16,0.04531023116136642,0.055812093241529644,0.86
Day 17,0.04776955430348046,0.05809460081289473,0.92
Day 18,0.041014639548363666,0.052819348990143775,0.92
Day 19,0.037141050283741206,0.046607598974684014,0.9
