Day,RMSTE,RMSRE,Accuracy
Day 0,0.07295131419137664,0.08842924458039546,0.82
Day 1,0.07997674205785289,0.09887843388830404,0.92
Day 2,0.08009552650949053,0.09991591058059064,0.76
Day 3,0.07153736038267643,0.08969839755549495,0.8
Day 4,0.07336160442003761,0.09722003539529438,0.82
Day 5,0.07206032339719025,0.09056825272229319,0.82
Day 6,0.06849505941997425,0.09148523328895278,0.8
Day 7,0.07323211462452038,0.09141246772137265,0.82
Day 8,0.0869079677823498,0.1013185208507207,0.76
Day 9,0.06944131509427542,0.08604010701006325,0.84
Day 10,0.073655856756928,0.09492714940966696,0.78
Day 11,0.05179648883288027,0.06771793702605787,0.8
Day 12,0.06314359512603983,0.08240983165106669,0.9
Day 13,0.0668411991339669,0.08400087426847287,0.8
Day 14,0.07672105500507707,0.09111236528468016,0.76
Day 15,0.06109497520835808,0.0798718593268387,0.94
Day 16,0.07801898500514079,0.09462186019738071,0.86
Day 17,0.08126357738734905,0.10053243602395155,0.82
Day 18,0.06688692683925597,0.08493775645407821,0.84
Day 19,0.06840479279198884,0.08386471956574454,0.9
