Day,RMSTE,RMSRE,Accuracy
Day 0,0.06456666812262597,0.07883794463708636,0.84
Day 1,0.08811379105803602,0.11316800755783951,0.78
Day 2,0.0776268747114768,0.09706254813053551,0.82
Day 3,0.06842596292202144,0.0835133699799899,0.84
Day 4,0.08827747049636667,0.1078857026663218,0.82
Day 5,0.07071980510729131,0.091935235370129,0.88
Day 6,0.08636176794623134,0.1039325062029535,0.8
Day 7,0.08175107528420657,0.10330464716810292,0.86
Day 8,0.0755702859588029,0.0889828042076371,0.92
Day 9,0.09532423236083147,0.12027183288896677,0.74
Day 10,0.07984183951870233,0.09697704191394622,0.86
Day 11,0.0906252029599554,0.11648598539733675,0.7
Day 12,0.09112070762277076,0.11286050029281869,0.9
Day 13,0.08249959819696313,0.10067200103249262,0.86
Day 14,0.07922556081905309,0.10034840281160265,0.68
Day 15,0.08706412634084745,0.10771179074355304,0.64
Day 16,0.08423928044712675,0.11025812292557231,0.76
Day 17,0.09780659005194678,0.11840771657244742,0.8
Day 18,0.08861784289962485,0.10909679335454603,0.68
Day 19,0.075727074450559,0.09182241080598232,0.72
