Day,RMSTE,RMSRE,Accuracy
Day 0,0.07332456311969003,0.08913358795365346,0.78
Day 1,0.05811453923592502,0.0738303983094075,0.74
Day 2,0.06293588575134165,0.08671116519931236,0.86
Day 3,0.08483941753876102,0.09966051987424301,0.7
Day 4,0.07170769792151162,0.08769603116714257,0.7
Day 5,0.06767589102194296,0.08282700569461364,0.86
Day 6,0.08298825181846374,0.1005434662461296,0.66
Day 7,0.07025400694496016,0.08998051155664001,0.84
Day 8,0.09301590569832278,0.11004730649993204,0.74
Day 9,0.06605105032221331,0.08205784682321215,0.76
Day 10,0.06934933183459774,0.08321538957744633,0.82
Day 11,0.09669449864768805,0.11550575332050753,0.7
Day 12,0.09419379731601756,0.10840913925634742,0.72
Day 13,0.08486973051095881,0.10212776490364395,0.76
Day 14,0.07905226510498119,0.09220263217821605,0.78
Day 15,0.07198093138308843,0.09202322246001356,0.8
Day 16,0.08242547347147275,0.09887010060800959,0.72
Day 17,0.07771283317382932,0.09741225600391959,0.72
Day 18,0.0832618243102815,0.10062979446154807,0.66
Day 19,0.08286143550307262,0.10327409585049346,0.86
