Day,RMSTE,RMSRE,Accuracy
Day 0,0.07127626141561871,0.0922839066607957,0.9
Day 1,0.07748780595141354,0.09768555228580082,0.8
Day 2,0.08531317130155693,0.11214814013429708,0.8
Day 3,0.09683375555721713,0.12072122314582984,0.66
Day 4,0.08085471713511497,0.09855951824748285,0.94
Day 5,0.08624922727917587,0.10439752468473147,0.74
Day 6,0.08277092618557326,0.10435188352115835,0.72
Day 7,0.09155919657680055,0.11468808236642954,0.76
Day 8,0.07465275005600053,0.0933956831920032,0.86
Day 9,0.09042784246213871,0.11159911983634971,0.78
Day 10,0.07762615762153809,0.10078005792254281,0.8
Day 11,0.07850176521097264,0.09535428984919203,0.76
Day 12,0.0899058630813153,0.1090252489762326,0.82
Day 13,0.08289169161879402,0.10724643707613371,0.8
Day 14,0.0805446664468003,0.10400060466880026,0.74
Day 15,0.08776440339711696,0.11650382272741976,0.76
Day 16,0.07550637881220951,0.08964159394614174,0.88
Day 17,0.0827073663000448,0.10144621152400196,0.68
Day 18,0.07266397470382495,0.09204612527677991,0.82
Day 19,0.07130246238633145,0.0885866605845227,0.9
