Day,RMSTE,RMSRE,Accuracy
Day 0,0.08892641216547717,0.11435643251116243,0.76
Day 1,0.0799604314693729,0.09731214381159584,0.78
Day 2,0.08165342547426367,0.09455353188904266,0.82
Day 3,0.0763233977649995,0.09391262739469333,0.74
Day 4,0.09991153070713701,0.12165451330029783,0.76
Day 5,0.07643717940210522,0.0916219335753116,0.84
Day 6,0.07653265496269863,0.09279180910861858,0.86
Day 7,0.07010342038704041,0.08706177759425038,0.88
Day 8,0.07381778438511774,0.08840210450471404,0.64
Day 9,0.07007180936144657,0.08845486905717444,0.74
Day 10,0.08934365314731911,0.10252865557483434,0.74
Day 11,0.08041851166542581,0.10140260948798907,0.8
Day 12,0.08003510187761563,0.10036610782582789,0.86
Day 13,0.07585357786637252,0.09144554889245587,0.78
Day 14,0.07907721753004628,0.1021100364323066,0.84
Day 15,0.09198211837111994,0.11113201176506715,0.74
Day 16,0.07747760197395459,0.10064667019195585,0.74
Day 17,0.08367728190078468,0.09954244703217606,0.68
Day 18,0.07785593948488014,0.09933127693488976,0.8
Day 19,0.09455466839834743,0.11605889619776169,0.68
