Day,RMSTE,RMSRE,Accuracy
Day 0,0.09333813959465694,0.1089184600788456,0.8
Day 1,0.0778183502317444,0.1009773550299666,0.8
Day 2,0.07739760162310814,0.09090690646729349,0.72
Day 3,0.06745501861533222,0.08639436674393737,0.84
Day 4,0.06305255366778537,0.07828265756211938,0.82
Day 5,0.08177862671044697,0.09690433842730442,0.78
Day 6,0.07172069302786505,0.08695811219629551,0.78
Day 7,0.08594966037128543,0.10417565846358647,0.78
Day 8,0.08134414816299002,0.09905827032579183,0.8
Day 9,0.0757976146210765,0.09807898535447064,0.72
Day 10,0.0825346252686396,0.10138050187105889,0.74
Day 11,0.09193775698347424,0.11048578888701262,0.76
Day 12,0.08059440705026225,0.10148337864815268,0.86
Day 13,0.08186328136846209,0.09926840964383818,0.7
Day 14,0.08250914196953661,0.09938684937887342,0.66
Day 15,0.08961893046772819,0.11212476670298949,0.84
Day 16,0.08182951172331265,0.10299861305658364,0.72
Day 17,0.07556839102799932,0.0907960548301446,0.74
Day 18,0.0756274177387692,0.09521172804547104,0.72
Day 19,0.0646020824006281,0.08505845409884906,0.82
