Day,RMSTE,RMSRE,Accuracy
Day 0,0.08642224277022927,0.10119482683109449,0.92
Day 1,0.07527409904264379,0.0882434610941843,0.92
Day 2,0.05467427851508987,0.06704743407913395,0.96
Day 3,0.05304609041892272,0.06508383028690419,0.88
Day 4,0.051574316794440835,0.06668330786395417,0.88
Day 5,0.047177370493597874,0.05922882412843624,0.9
Day 6,0.055185413726945076,0.06839776113626737,0.88
Day 7,0.04997907952411949,0.05915115585762532,0.9
Day 8,0.04413040684646182,0.05561969824530696,0.82
Day 9,0.05390853325077865,0.07006842767050729,0.92
Day 10,0.0434379984715882,0.05260645184590683,0.94
Day 11,0.04327816493336734,0.054849950891957516,0.88
Day 12,0.0417843038990463,0.0568882886003397,0.84
Day 13,0.038140332571062606,0.05101935311572363,0.96
Day 14,0.03963607882908183,0.04917120603300586,0.96
Day 15,0.03499526312393668,0.043229974637382124,0.84
Day 16,0.03486949741759189,0.045945716877558704,0.96
Day 17,0.03322043086103365,0.04164827951567811,0.96
Day 18,0.039466314364714095,0.05052958006659635,0.92
Day 19,0.02999249662874314,0.03632786339442172,0.94
