Day,RMSTE,RMSRE,Accuracy
Day 0,0.08866200467618447,0.10946377617625987,0.88
Day 1,0.07440486355272734,0.09274305307593939,0.94
Day 2,0.06354034675582977,0.08447826957596308,0.88
Day 3,0.04855173528383117,0.06314765814238771,0.94
Day 4,0.05817670079971967,0.07099946741227268,0.98
Day 5,0.04942501010626386,0.06283739089332384,0.92
Day 6,0.050785386287147495,0.0618007590822124,1.0
Day 7,0.039408174119771176,0.04927990929449203,0.98
Day 8,0.0449641789791358,0.05362860048346249,0.98
Day 9,0.043481849630483335,0.050252761757853454,0.98
Day 10,0.03661830848291953,0.04457223727658794,0.94
Day 11,0.03297026289423133,0.04226006627216404,0.92
Day 12,0.03163795753648414,0.04427314510477505,0.88
Day 13,0.02824789511497967,0.03575447706574534,0.96
Day 14,0.02934245869345879,0.036370867487366176,0.92
Day 15,0.029263452801998453,0.0357319032469078,1.0
Day 16,0.031149011261442462,0.040286895346090985,0.88
Day 17,0.034759296839628334,0.04535553885817324,0.8
Day 18,0.03019105822570082,0.03862222683742727,0.98
Day 19,0.030373019618343124,0.03773575307488627,0.92
